Ref	Count	SecCount	SupCount
ptg000305l	2144		
ptg000317l	112532		
ptg000319l	9084		
ptg000320l	5		
ptg000323l	44986		
ptg000324l	2362		
ptg000325l	7012		
ptg000327l	1		
ptg000330l	17		
ptg000340l	20731		
ptg000350l	1417		
ptg000351l	33		
ptg000355l	5		
ptg000357l	105		
ptg000358l	6		
ptg000361l	168		
ptg000365l	590		
ptg000367l	45		
ptg000371l	7		
ptg000372l	3811		
ptg000374l	2079		
ptg000378l	3070		
ptg000380l	36		
ptg000386l	5335		
ptg000389l	3		
ptg000390l	12		
ptg000393l	111		
ptg000394l	20389		
ptg000398l	3702		
ptg000401l	9		
ptg000403l	23000		
ptg000406l	5505		
ptg000411l	4435		
ptg000418l	2		
ptg000421l	843		
ptg000423l	51		
ptg000424l	4250		
ptg000429l	2423		
ptg000435l	11		
ptg000436l	400		
ptg000437l	106		
ptg000438l	16961		
ptg000439l	58588		
ptg000442l	32		
ptg000444l	24312		
ptg000446l	3		
ptg000448c	377		
ptg000449l	1879		
ptg000450l	133		
ptg000452l	89206		
ptg000454l	4109		
ptg000456l	581		
ptg000457l	15		
ptg000463l	315		
ptg000469l	4		
ptg000470l	26005		
ptg000471l	20794		
ptg000477l	897		
ptg000478l	33611		
ptg000480l	13		
ptg000482l	8		
ptg000484l	27398		
ptg000486l	66139		
ptg000487l	130		
ptg000488l	487		
ptg000491l	227		
ptg000493l	4059		
ptg000494l	892		
ptg000497l	40744		
ptg000498l	15274		
ptg000499l	11484		
ptg000500l	3		
ptg000502l	1		
ptg000505l	22		
ptg000506l	916		
ptg000510l	2		
ptg000513l	4		
ptg000515l	4		
ptg000517l	4		
ptg000518l	84		
ptg000521l	5		
ptg000523l	95		
ptg000530l	36094		
ptg000532l	26398		
ptg000533l	30		
ptg000534l	128		
ptg000535l	3		
ptg000537l	2783		
ptg000538l	61		
ptg000541l	6419		
ptg000546l	447		
ptg000551l	356		
ptg000554l	12		
ptg000556l	148		
ptg000559l	250		
ptg000564l	3426		
ptg000567l	2715		
ptg000572l	2		
ptg000575l	6021		
ptg000578l	6		
ptg000582l	2439		
ptg000584l	4		
ptg000590l	12		
ptg000593l	331		
ptg000598l	1236		
ptg000599l	22611		
ptg000604l	1546		
ptg000606l	69		
ptg000612l	428		
ptg000614l	2459		
ptg000621l	1		
ptg000622l	71		
ptg000625l	8786		
ptg000626l	8		
ptg000630l	795		
ptg000633l	4		
ptg000635l	3190		
ptg000639l	7		
ptg000640l	599		
ptg000642l	18		
ptg000644l	8		
ptg000649l	39		
ptg000651l	7617		
ptg000654l	4		
ptg000657l	948		
ptg000658l	1477		
ptg000663l	111		
ptg000665l	8734		
ptg000666l	7237		
ptg000668l	50		
ptg000669l	270		
ptg000675l	2197		
ptg000676l	189		
ptg000681l	1282		
ptg000683l	20346		
ptg000684l	126		
ptg000686l	778		
ptg000689l	38		
ptg000693l	747		
ptg000696l	15247		
ptg000699l	6		
ptg000700l	1		
ptg000703l	5222		
ptg000705l	936		
ptg000706l	254		
ptg000712l	1		
ptg000713l	1625		
ptg000714l	1311		
ptg000726l	1114		
ptg000727l	5		
ptg000731l	486		
ptg000732l	2		
ptg000734l	102		
ptg000739l	247		
ptg000744l	44		
ptg000748l	5		
ptg000749l	13		
ptg000752l	35		
ptg000753l	5304		
ptg000759l	2267		
ptg000760l	1		
ptg000761l	5		
ptg000762l	3		
ptg000765l	1301		
ptg000766l	36		
ptg000772l	5		
ptg000773l	434		
ptg000774l	301		
ptg000775l	77641		
ptg000777l	13871		
ptg000779l	1		
ptg000780l	8		
ptg000781l	682		
ptg000784l	632		
ptg000787l	7868		
ptg000790l	332		
ptg000791l	47		
ptg000793l	17		
ptg000795l	6		
ptg000796l	9534		
ptg000800l	91		
ptg000803l	9324		
ptg000804l	1664		
ptg000807l	6		
ptg000808l	62		
ptg000811l	4		
ptg000813l	821		
ptg000814l	141		
ptg000815l	13		
ptg000818l	197		
ptg000823l	11		
ptg000826l	1		
ptg000828l	2		
ptg000832l	37		
ptg000834l	1197		
ptg000843l	35		
ptg000844l	6		
ptg000847l	286		
ptg000849l	15		
ptg000855l	2		
ptg000856l	25		
ptg000858l	20		
ptg000859l	71		
ptg000864l	609		
ptg000870l	1669		
ptg000872l	79		
ptg000873l	951		
ptg000874l	1		
ptg000875l	1704		
ptg000878l	8		
ptg000880l	1096		
ptg000881l	5		
ptg000882l	428		
ptg000886l	5		
ptg000891l	2097		
ptg000893l	7		
ptg000894l	5		
ptg000898l	1069		
ptg000900l	2260		
ptg000906l	6		
ptg000907l	14		
ptg000908l	14		
ptg000911l	2		
ptg000912l	34		
ptg000914l	643		
ptg000918l	6450		
ptg000919l	1		
ptg000921l	1427		
ptg000928l	1229		
ptg000929l	2		
ptg000930l	9		
ptg000931l	6		
ptg000934l	91		
ptg000935l	1601		
ptg000936l	2		
ptg000938l	1		
ptg000941l	3		
ptg000942l	607		
ptg000943l	733		
ptg000944l	12		
ptg000945l	237		
ptg000946l	4263		
ptg000947l	293		
ptg000953l	325		
ptg000956l	86		
ptg000958l	432		
ptg000959l	3		
ptg000960l	237		
ptg000962l	5		
ptg000965l	663		
ptg000966l	1		
ptg000967l	1033		
ptg000969l	365		
ptg000975l	1		
ptg000978l	1116		
ptg000985l	1		
ptg000986l	400		
ptg000987l	4224		
ptg000988l	20		
ptg000989l	108602		
ptg000991l	55		
ptg000996l	1724		
ptg001003l	94		
ptg001005l	4		
ptg001006l	310		
ptg001009l	2		
ptg001011l	694		
ptg001012l	24207		
ptg001013l	11		
ptg001016l	162		
ptg001017l	755		
ptg001018l	222		
ptg001022l	327		
ptg001023l	2		
ptg001024l	1838		
ptg001028l	47		
ptg001029l	3		
ptg001033l	2247		
ptg001036l	2		
ptg001038l	5		
ptg001041l	572		
ptg001042l	78587		
ptg001043l	9010		
ptg001048l	49		
ptg001049l	5		
ptg001052l	62		
ptg001054l	63		
ptg001055l	139		
ptg001057l	1		
ptg001058l	41		
ptg001060l	37		
ptg001065l	13		
ptg001066l	118		
ptg001068l	51		
ptg001071l	6		
ptg001072l	3		
ptg001073l	4		
ptg001074l	253		
ptg001078l	9		
ptg001081l	7		
ptg001085l	10		
ptg001086l	378		
ptg001087l	4		
ptg001089l	2		
ptg001090l	8		
ptg001091l	10		
ptg001096l	4		
ptg001098c	64		
ptg001100l	85		
ptg001106l	197		
ptg001108l	13891		
ptg001113l	42		
ptg001114l	10		
ptg001115l	12		
ptg001119l	43		
ptg001120l	35		
ptg001121l	63		
ptg001122l	7		
ptg001123l	7		
ptg001124l	34		
ptg001127l	3		
ptg001128l	302		
ptg001130l	44		
ptg001131l	6		
ptg001136l	14		
ptg001137c	571		
ptg001139l	6		
ptg001143l	4		
ptg001144l	72		
ptg001145l	53		
ptg001146l	16		
ptg001147l	145		
ptg001149l	2		
ptg001150l	193		
ptg001151l	334		
ptg001152l	62		
ptg001153l	1		
ptg001154l	8		
ptg001155l	21		
ptg001156l	891		
ptg001158l	7		
ptg001159l	414		
ptg001161l	2		
ptg001163l	15		
ptg001164l	150		
ptg001166l	840		
ptg001167l	352		
ptg001168l	81		
ptg001171l	45		
ptg001176l	3		
ptg001177l	234		
ptg001179l	76		
ptg001181l	417		
ptg001184l	1874		
ptg001186l	19		
ptg001189l	11		
ptg001191l	7		
ptg001192l	102		
ptg001193l	13		
ptg001200l	335		
ptg001202l	20		
ptg001204l	8		
ptg001207l	115		
ptg001208l	10		
ptg001210l	11		
ptg001211l	282		
ptg001213l	1129		
ptg001214l	1021		
ptg001217l	1		
ptg001218l	1345		
ptg001219l	15		
ptg001220l	3		
ptg001222l	29521		
ptg001226l	53		
ptg001227l	370		
ptg001228l	15		
ptg001231l	845		
ptg001233l	3		
ptg001234l	2		
ptg001236l	3		
ptg001237l	1		
ptg001238l	225		
ptg001239l	22		
ptg001241l	127		
ptg001243l	605		
ptg001244l	211		
ptg001245l	3		
ptg001248l	1		
ptg001249l	6		
ptg001251l	34		
ptg001252l	90		
ptg001253l	8		
ptg001255l	4		
ptg001260l	8306		
ptg001261l	283		
ptg001262l	50		
ptg001263l	66		
ptg001264l	269		
ptg001265l	5490		
ptg001266l	4		
ptg001267l	13		
ptg001271l	2		
ptg001272l	5		
ptg001273l	197		
ptg001275l	71		
ptg001278l	2		
ptg001279l	2		
ptg001280l	2		
ptg001281l	5		
ptg001282l	1		
ptg001283l	2		
ptg001284l	95		
ptg001289l	174		
ptg001290l	41		
ptg001291l	7		
ptg001295l	2		
ptg001297l	2		
ptg001303l	17		
ptg001304l	145		
ptg001306c	95		
ptg001307l	36		
ptg001308l	988		
ptg001309l	8		
ptg001310l	339		
ptg001311l	43		
ptg001312l	89		
ptg001313l	6		
ptg001314l	2		
ptg001315l	73		
ptg001316l	175		
ptg001319l	124		
ptg001322l	1081		
ptg001324l	10		
ptg001327l	21711		
ptg001329l	5		
ptg001331l	20		
ptg001332l	8959		
ptg001333l	4		
ptg001335l	5		
ptg001336l	17		
ptg001337l	45		
ptg001339l	1		
ptg001340l	302		
ptg001342l	553		
ptg001343l	100		
ptg001345l	7		
ptg001346l	51		
ptg001347l	6		
ptg001348l	18		
ptg001350l	8		
ptg001351c	19		
ptg001352l	2		
ptg001353l	3		
ptg001354l	78		
ptg001355l	4		
ptg001357l	3		
ptg001360l	6		
ptg001361l	64		
ptg001362l	9		
ptg001363l	23		
ptg001364l	146		
ptg001366l	27		
ptg001367l	2		
ptg001369l	2		
ptg001370l	3		
ptg001372l	32		
ptg001373l	207		
ptg001374l	121		
ptg001375l	16		
ptg001376l	98		
ptg001377l	2		
ptg001378l	80		
ptg001379l	27		
ptg001380l	5		
ptg001381l	154		
ptg001383l	179		
ptg001384l	28		
ptg001386l	136		
ptg001387l	9		
ptg001388l	8		
ptg001390l	313		
ptg001391l	222		
ptg001393l	4		
ptg001394l	55		
ptg001395l	311		
ptg001396l	26		
ptg001398l	2		
ptg001401l	4		
ptg001402c	6		
ptg001405l	122		
ptg001409l	89		
ptg001410l	8		
ptg001411l	9		
ptg001414l	17800		
ptg001415l	204		
ptg001417l	1		
ptg001420l	4		
ptg001422l	5		
ptg001424l	1		
ptg001426l	6		
ptg001427l	175		
ptg001430l	8		
ptg001431l	2		
ptg001434l	2		
ptg001436l	2		
ptg001437l	109		
ptg001438l	4		
ptg001440l	11		
ptg001441l	75		
ptg001442l	1		
ptg001443l	1		
ptg001444l	1		
ptg001445l	6		
ptg001447l	121		
ptg001451l	512		
ptg001453l	58		
ptg001454l	2951		
ptg001455l	1712		
ptg001456l	3		
ptg001457l	1		
ptg001458l	27		
ptg001460l	192		
ptg001463l	2		
ptg001467l	128		
ptg001469l	70953		
ptg001470l	119		
ptg001472l	19		
ptg001474l	40		
ptg001476l	46		
ptg001477l	2		
ptg001479l	68		
ptg001480l	11		
ptg001485l	99		
ptg001486l	6		
ptg001488l	445		
ptg001489l	18		
ptg001493l	57		
ptg001496l	3		
ptg001497l	7		
ptg001498l	54		
ptg001501l	13		
ptg001504l	55		
ptg001506l	2		
ptg001509l	213		
ptg001510l	2		
ptg001511l	365		
ptg001512l	52		
ptg001513l	112		
ptg001514l	1		
ptg001515l	8		
ptg001517l	4		
ptg001519l	319		
ptg001520l	36		
ptg001521l	458		
ptg001523l	12		
ptg001524l	13		
ptg001525l	137		
ptg001526l	6		
ptg001530l	3		
ptg001533l	15		
ptg001534l	20281		
ptg001536l	3		
ptg001537l	23193		
ptg001538l	2		
ptg001539l	3		
ptg001543l	50		
ptg001545l	65		
ptg001546l	94		
ptg001547l	1		
ptg001549l	5		
ptg001550l	33		
ptg001551l	157		
ptg001552l	1		
ptg001555l	2		
ptg001556l	1		
ptg001558l	9		
ptg001559l	16		
ptg001560l	2		
ptg001561l	10		
ptg001562l	55		
ptg001565l	2		
ptg001568l	524		
ptg001569l	5		
ptg001572l	23		
ptg001577l	41		
ptg001578l	23396		
ptg001580l	1		
ptg001581l	82		
ptg001583l	2		
ptg001584l	155		
ptg001585l	733		
ptg001587l	2		
ptg001588l	12		
ptg001589l	158		
ptg001590l	28		
ptg001591l	5		
ptg001592l	2		
ptg001593l	21024		
ptg001594l	2		
ptg001597l	130		
ptg001598l	1		
ptg001599l	2		
ptg001601l	1		
ptg001602l	50		
ptg001603l	573		
ptg001605l	15		
ptg001606l	9		
ptg001607l	7		
ptg001608l	30		
ptg001609l	3078		
ptg001610l	2		
ptg001611l	52		
ptg001613l	64		
ptg001614l	96		
ptg001615l	42		
ptg001617l	48		
ptg001618l	1		
ptg001619l	5		
ptg001621l	34		
ptg001622l	87		
ptg001623l	2		
ptg001624l	17		
ptg001625l	350		
ptg001626l	62		
ptg001629l	4		
ptg001632l	12		
ptg001633l	63		
ptg001634l	2		
ptg001636l	4		
ptg001639l	275		
ptg001640l	147		
ptg001641l	93		
ptg001642l	27		
ptg001643l	4		
ptg001644l	6		
ptg001647l	46		
ptg001650l	26		
ptg001651l	51		
ptg001652l	1		
ptg001653l	17		
ptg001654l	45		
ptg001656l	79		
ptg001657l	8		
ptg001658l	48		
ptg001660l	296		
ptg001661l	78		
ptg001664l	5		
ptg001665l	76		
ptg001667l	1		
ptg001670l	88		
ptg001671l	25		
ptg001672l	1		
ptg001673l	2		
ptg001674l	3		
ptg001676l	2		
ptg001677l	29		
ptg001679l	6		
ptg001680l	3		
ptg001682l	3		
ptg001683l	2		
ptg001686l	1		
ptg001687l	2		
ptg001688l	2		
ptg001689l	37		
ptg001690l	1		
ptg001691l	10945		
ptg001692l	57		
ptg001693l	11		
ptg001696l	15		
ptg001697l	79		
ptg001699l	171		
ptg001701l	1		
ptg001702l	2		
ptg001704l	3		
ptg001705l	39		
ptg001706l	3		
ptg001707l	6		
ptg001708l	1		
ptg001709l	6		
ptg001710l	3		
ptg001711l	79		
ptg001712l	7		
ptg001713l	5		
ptg001715l	5		
ptg001718l	5		
ptg001719l	7		
ptg001720l	3		
ptg001721c	60		
ptg001723l	2		
ptg001724l	2		
ptg001725l	2		
ptg001726l	7		
ptg001727l	4		
ptg001730l	31		
ptg001732l	12		
ptg001734l	4		
ptg001736l	110		
ptg001738l	3		
ptg001743l	2		
ptg001744l	1		
ptg001745l	3		
ptg001746l	12		
ptg001747l	3		
ptg001749l	2		
ptg001750l	2		
ptg001753l	2		
ptg001754l	1		
ptg001755l	35		
ptg001757l	6		
ptg001760l	149		
ptg001762l	2		
ptg001763l	2		
ptg001764l	1		
ptg001765l	6		
ptg001769l	2		
ptg001772l	4		
ptg001774l	1		
ptg001775l	1		
ptg001777l	8		
ptg001778l	4		
ptg001780l	94		
ptg001781l	187		
ptg001782l	2		
ptg001783l	2		
ptg001784l	2		
ptg001785l	2		
ptg001787l	52		
ptg001788l	27		
ptg001789l	2		
ptg001790l	4		
ptg001792l	70		
ptg001793l	12		
ptg001794l	10		
ptg001795l	32601		
ptg001798l	2		
ptg001799l	3		
ptg001800l	119		
ptg001803l	17		
ptg001804l	517		
ptg001807l	28		
ptg001808l	15980		
ptg001812l	1		
ptg001813l	7		
ptg001815l	2		
ptg001816l	17633		
ptg001819l	2		
ptg001820l	1		
ptg001821l	1		
ptg001822l	2		
ptg001823l	9		
ptg001824l	7		
ptg001825l	3		
ptg001826l	2		
ptg001827l	157		
ptg001829l	2		
ptg001830l	3		
ptg001831l	5		
ptg001832l	1		
ptg001833l	147		
ptg001834l	2		
ptg001837l	3		
ptg001838l	46		
ptg001842l	2		
ptg001844l	2		
ptg001845l	4		
ptg001846l	16		
ptg001849l	51		
ptg001850l	23193		
ptg001851l	2		
ptg001852l	24		
ptg001855l	2		
ptg001857l	3		
ptg001858l	1		
ptg001860l	3		
ptg001861l	4		
ptg001862l	66		
ptg001863l	1		
ptg001864l	9153		
ptg001867l	1		
ptg001868l	8		
ptg001869l	2849		
ptg001870l	25		
ptg001871l	14314		
ptg001873l	516		
ptg001874l	1		
ptg001875l	539		
ptg001876l	84		
ptg001877l	2		
ptg001878l	74		
ptg001880l	94		
ptg001882l	409		
ptg001883l	84		
