iteration,chain,λ,pzero,lp,n_steps,is_accept,acceptance_rate,log_density,hamiltonian_energy,hamiltonian_energy_error,max_hamiltonian_energy_error,tree_depth,numerical_error,step_size,nom_step_size
429,1,2.462263255067943,0.7573995866757082,-43376.18822606536,1.0,1.0,0.9547892588789031,-43376.18822606536,43376.24427138241,0.046264634183899034,0.046264634183899034,1.0,0.0,0.9041334935925025,0.9041334935925025
430,1,2.4795859111044942,0.7561429312305628,-43376.241696797486,3.0,1.0,0.9933008202442304,-43376.241696797486,43376.39431737362,0.01783004769094987,-0.04297979639522964,2.0,0.0,0.9041334935925025,0.9041334935925025
431,1,2.4695551059239427,0.758894453099071,-43376.26819016216,3.0,1.0,1.0,-43376.26819016216,43376.31014117452,-0.002227141310868319,-0.062073842775134835,2.0,0.0,0.9041334935925025,0.9041334935925025
432,1,2.459034709609698,0.7589069083474941,-43376.60028141438,1.0,1.0,0.8164194291334006,-43376.60028141438,43376.73970437968,0.20282704978308175,0.20282704978308175,1.0,0.0,0.9041334935925025,0.9041334935925025
433,1,2.4879186796317905,0.762308624804958,-43378.235485426354,3.0,1.0,0.7021504532435268,-43378.235485426354,43378.50869132135,0.4235036000754917,0.4235036000754917,1.0,0.0,0.9041334935925025,0.9041334935925025
434,1,2.4879186796317905,0.762308624804958,-43378.235485426354,1.0,1.0,0.2197953143339292,-43378.235485426354,43380.29635307697,0.0,1.5150585551018594,1.0,0.0,0.9041334935925025,0.9041334935925025
435,1,2.4920852482695817,0.7601175219610646,-43377.005725440446,1.0,1.0,1.0,-43377.005725440446,43378.03951508542,-0.38500380713958293,-0.38500380713958293,1.0,0.0,0.9041334935925025,0.9041334935925025
436,1,2.500509789173362,0.7576080104440787,-43377.06497583181,3.0,1.0,0.8496904852528072,-43377.06497583181,43377.661225676864,0.2094539123791037,0.292852213839069,2.0,0.0,0.9041334935925025,0.9041334935925025
437,1,2.4320052857643706,0.756772032103,-43378.38014590439,3.0,1.0,0.32092919642843376,-43378.38014590439,43379.48128885954,0.7138467788026901,1.7829861017817166,2.0,0.0,0.9041334935925025,0.9041334935925025
438,1,2.497784858888307,0.7556926618475841,-43377.29074273788,3.0,1.0,1.0,-43377.29074273788,43378.98439738976,-0.5388601905942778,-0.6697349209862296,2.0,0.0,0.9041334935925025,0.9041334935925025
439,1,2.447556611344578,0.7567193054946867,-43376.92325148811,3.0,1.0,0.7815461647842817,-43376.92325148811,43378.06020189075,-0.22598677568748826,0.47497436013509287,2.0,0.0,0.9041334935925025,0.9041334935925025
440,1,2.450296040683075,0.7629498472219005,-43380.063764617335,3.0,1.0,0.2432316131005561,-43380.063764617335,43381.10891655531,1.450133736427233,2.159367060623481,2.0,0.0,0.9041334935925025,0.9041334935925025
441,1,2.483774612767686,0.7613507343198425,-43377.43696975871,1.0,1.0,1.0,-43377.43696975871,43379.11161356407,-1.4307393192648306,-1.4307393192648306,1.0,0.0,0.9041334935925025,0.9041334935925025
442,1,2.488732026349627,0.7578472861816685,-43376.35972371868,3.0,1.0,0.44138648289597854,-43376.35972371868,43380.49494718557,-0.32419499760726467,2.3258965217028162,2.0,0.0,0.9041334935925025,0.9041334935925025
443,1,2.4836424664831176,0.7544128414022793,-43377.06386396503,3.0,1.0,0.8149574522753437,-43377.06386396503,43377.274861934085,0.3140253500387189,0.3363516579265706,2.0,0.0,0.9041334935925025,0.9041334935925025
444,1,2.5076018297387797,0.757428430668974,-43377.69622960526,3.0,1.0,0.7371633362034408,-43377.69622960526,43378.55797041478,0.4290299439089722,0.48425126366782933,1.0,0.0,0.9041334935925025,0.9041334935925025
445,1,2.4770558509405434,0.7587270678007255,-43376.18743640704,1.0,1.0,1.0,-43376.18743640704,43376.90294396846,-0.8608724644291215,-0.8608724644291215,1.0,0.0,0.9041334935925025,0.9041334935925025
446,1,2.4762754393779116,0.7590821528690089,-43376.27675060417,3.0,1.0,0.704918549946596,-43376.27675060417,43377.95411942042,0.032029159388912376,0.5845439993790933,2.0,0.0,0.9041334935925025,0.9041334935925025
447,1,2.4762754393779116,0.7590821528690089,-43376.27675060417,1.0,1.0,0.22884025554792634,-43376.27675060417,43377.586579903436,0.0,1.4747310928723891,1.0,0.0,0.9041334935925025,0.9041334935925025
448,1,2.4762754393779116,0.7590821528690089,-43376.27675060417,1.0,1.0,0.39157172967476456,-43376.27675060417,43377.2898748561,0.0,0.9375865627735038,1.0,0.0,0.9041334935925025,0.9041334935925025
449,1,2.4759716418114954,0.757607906046642,-43376.03459934584,3.0,1.0,0.886119943322338,-43376.03459934584,43376.86200519653,-0.08202631602034671,0.2636091914901044,2.0,0.0,0.9041334935925025,0.9041334935925025
450,1,2.458127094815656,0.7535926358915516,-43377.357506170294,3.0,1.0,0.6199716558756134,-43377.357506170294,43378.44623103678,0.44208639011048945,0.8479255902129808,2.0,0.0,0.9041334935925025,0.9041334935925025
451,1,2.446642576285307,0.7532985423837975,-43378.03440969263,1.0,1.0,0.7708357764207963,-43378.03440969263,43378.40505858354,0.2602799288579263,0.2602799288579263,1.0,0.0,0.9041334935925025,0.9041334935925025
452,1,2.4764961497460725,0.7513269208411174,-43379.29622469569,1.0,1.0,0.5528254905386129,-43379.29622469569,43379.872266161205,0.5927128959083348,0.5927128959083348,1.0,0.0,0.9041334935925025,0.9041334935925025
453,1,2.460221615367331,0.7600283967557365,-43377.025454320436,3.0,1.0,0.9631815283619239,-43377.025454320436,43379.216741841694,-0.8021826317999512,-0.8021826317999512,2.0,0.0,0.9041334935925025,0.9041334935925025
454,1,2.4369874104416156,0.7597973547612442,-43378.772802188505,1.0,1.0,0.35410444767264776,-43378.772802188505,43379.415449004875,1.0381633594442974,1.0381633594442974,1.0,0.0,0.9041334935925025,0.9041334935925025
455,1,2.446945960837449,0.7571023605829079,-43376.97691660786,3.0,1.0,1.0,-43376.97691660786,43377.841041075924,-1.0096109871665249,-1.3594273344715475,2.0,0.0,0.9041334935925025,0.9041334935925025
456,1,2.445540794115809,0.7551480215769611,-43377.29183940284,3.0,1.0,0.9578532688591787,-43377.29183940284,43377.73577029521,0.024284908606205136,0.10808398827794008,1.0,0.0,0.9041334935925025,0.9041334935925025
457,1,2.4473508409798717,0.754508840437001,-43377.38692080166,1.0,1.0,1.0,-43377.38692080166,43377.8645098018,-0.011556481236766558,-0.011556481236766558,1.0,0.0,0.9041334935925025,0.9041334935925025
458,1,2.479820908876171,0.7574490053807911,-43376.08320444637,3.0,1.0,0.9939154229758778,-43376.08320444637,43377.05503514859,-0.49304796289652586,-0.49304796289652586,1.0,0.0,0.9041334935925025,0.9041334935925025
459,1,2.510473855185365,0.7565837208641966,-43378.16101130151,1.0,1.0,0.30930573379278603,-43378.16101130151,43378.243272904285,1.1734250614972552,1.1734250614972552,1.0,0.0,0.9041334935925025,0.9041334935925025
460,1,2.510473855185365,0.7565837208641966,-43378.16101130151,3.0,1.0,0.4460527556765916,-43378.16101130151,43382.764238100535,0.0,2.197011296506389,1.0,0.0,0.9041334935925025,0.9041334935925025
461,1,2.498311970361456,0.7555556562231392,-43377.386642727164,1.0,1.0,1.0,-43377.386642727164,43378.57201655322,-0.44483760392904514,-0.44483760392904514,1.0,0.0,0.9041334935925025,0.9041334935925025
462,1,2.4583598312550996,0.7567711251250914,-43376.32473165954,3.0,1.0,0.9791636972596501,-43376.32473165954,43376.86180080391,-0.6101137343503069,-0.7404263249627547,1.0,0.0,0.9041334935925025,0.9041334935925025
463,1,2.5024199998605106,0.7589685797075344,-43377.28558465762,3.0,1.0,0.3620050226807876,-43377.28558465762,43378.3441071437,0.4283656767074717,1.706955792804365,2.0,0.0,0.9041334935925025,0.9041334935925025
464,1,2.4911386880665285,0.7546180647594838,-43377.33780613601,3.0,1.0,0.9700949185477928,-43377.33780613601,43377.65643168349,0.09399781013053143,-0.19826296561950585,2.0,0.0,0.9041334935925025,0.9041334935925025
465,1,2.4420557068349082,0.7587215732909406,-43377.734642551426,3.0,1.0,0.7224125198005008,-43377.734642551426,43378.587910680864,0.29631498453818494,0.46676166701945476,2.0,0.0,0.9041334935925025,0.9041334935925025
466,1,2.4576587819083153,0.7575160902402566,-43376.370942333466,1.0,1.0,1.0,-43376.370942333466,43377.22358379531,-0.7671663315268233,-0.7671663315268233,1.0,0.0,0.9041334935925025,0.9041334935925025
467,1,2.4576587819083153,0.7575160902402566,-43376.370942333466,3.0,1.0,0.4000108539090559,-43376.370942333466,43378.262534107125,0.0,2.3336239424461382,1.0,0.0,0.9041334935925025,0.9041334935925025
468,1,2.450408118290873,0.7546689885160524,-43377.146436028386,3.0,1.0,0.8355253325957456,-43377.146436028386,43377.35380314187,0.22708283526299056,0.2679837356408825,1.0,0.0,0.9041334935925025,0.9041334935925025
469,1,2.4769686829407473,0.7578744265009767,-43376.05732679298,3.0,1.0,0.8694443673211992,-43376.05732679298,43377.7551931578,-0.4089655456118635,0.49703268196753925,2.0,0.0,0.9041334935925025,0.9041334935925025
470,1,2.4854696841724113,0.7586474909430525,-43376.32350455935,3.0,1.0,0.48540409750776203,-43376.32350455935,43377.660724915055,0.10516907617420657,1.4245982897191425,2.0,0.0,0.9041334935925025,0.9041334935925025
471,1,2.4779587862136943,0.7578349528251982,-43376.0650109662,1.0,1.0,1.0,-43376.0650109662,43376.23271336965,-0.10121892933238996,-0.10121892933238996,1.0,0.0,0.9041334935925025,0.9041334935925025
472,1,2.4779587862136943,0.7578349528251982,-43376.0650109662,3.0,1.0,0.5847841635503305,-43376.0650109662,43377.213544261496,0.0,0.7476618264481658,1.0,0.0,0.9041334935925025,0.9041334935925025
473,1,2.4589310066748746,0.7554263730909526,-43376.52464101042,3.0,1.0,0.7464568518016913,-43376.52464101042,43376.833684680016,0.16335065684688743,0.40344014500442427,2.0,0.0,0.9041334935925025,0.9041334935925025
474,1,2.4841600595547986,0.7588161415842261,-43376.32024087111,3.0,1.0,1.0,-43376.32024087111,43376.46420236839,-0.0724601049660123,-0.1433211985786329,2.0,0.0,0.9041334935925025,0.9041334935925025
475,1,2.468799067647673,0.7616980373338547,-43377.798938081185,1.0,1.0,0.5474506635549812,-43377.798938081185,43377.81767834727,0.6024829335801769,0.6024829335801769,1.0,0.0,0.9041334935925025,0.9041334935925025
476,1,2.4816331388086335,0.7550428299466244,-43376.67396958847,3.0,1.0,1.0,-43376.67396958847,43377.638826044924,-0.4080668846872868,-0.4080668846872868,2.0,0.0,0.9041334935925025,0.9041334935925025
477,1,2.4657656101708216,0.7546848792912457,-43376.64608421076,3.0,1.0,0.9718822327962328,-43376.64608421076,43376.873271570585,-0.09571647086704616,-0.20448093252343824,1.0,0.0,0.9041334935925025,0.9041334935925025
478,1,2.477580952352954,0.7609335657072502,-43377.12442144249,3.0,1.0,0.8311361501975073,-43377.12442144249,43377.41116197068,0.17464724237652263,0.22436165870749392,2.0,0.0,0.9041334935925025,0.9041334935925025
479,1,2.477580952352954,0.7609335657072502,-43377.12442144249,1.0,1.0,0.07105600774014989,-43377.12442144249,43379.93311394106,0.0,2.6442868715021177,1.0,0.0,0.9041334935925025,0.9041334935925025
480,1,2.477580952352954,0.7609335657072502,-43377.12442144249,1.0,1.0,0.10429047480780142,-43377.12442144249,43379.33000294771,0.0,2.260575246094959,1.0,0.0,0.9041334935925025,0.9041334935925025
481,1,2.4640165921085213,0.7565023997613386,-43376.17025391032,3.0,1.0,0.9430948887474048,-43376.17025391032,43377.15199580751,-0.32902426011423813,-0.32902426011423813,1.0,0.0,0.9041334935925025,0.9041334935925025
482,1,2.4712222863637807,0.7578461654300328,-43376.049328818954,5.0,1.0,0.6465181431286927,-43376.049328818954,43376.877436853385,-0.04785742930107517,0.9337652900649118,2.0,0.0,0.9041334935925025,0.9041334935925025
483,1,2.46380191371755,0.7596725826622537,-43376.70317946723,11.0,1.0,0.20529172959279657,-43376.70317946723,43380.17586198095,0.31838512580725364,4.4166428172029555,3.0,0.0,0.9041334935925025,0.9041334935925025
484,1,2.46380191371755,0.7596725826622537,-43376.70317946723,1.0,1.0,0.3044039523011324,-43376.70317946723,43378.010231472705,0.0,1.189399669172417,1.0,0.0,0.9041334935925025,0.9041334935925025
485,1,2.4531275186219084,0.7559497501229963,-43376.651134422646,3.0,1.0,1.0,-43376.651134422646,43376.75150689789,-0.04660867819620762,-0.17036470855236985,2.0,0.0,0.9041334935925025,0.9041334935925025
486,1,2.4928772778642685,0.7597178393120204,-43376.889258875744,3.0,1.0,0.9845959111056191,-43376.889258875744,43377.04381046305,0.04731413405534113,-0.0794241744588362,2.0,0.0,0.9041334935925025,0.9041334935925025
487,1,2.460258266415132,0.7583609225622912,-43376.3942576498,3.0,1.0,0.7588259165035108,-43376.3942576498,43378.063512844354,-0.10753398801898584,0.6446940937894396,2.0,0.0,0.9041334935925025,0.9041334935925025
488,1,2.4853544643095935,0.7571351039139826,-43376.249719393505,5.0,1.0,0.997223045869782,-43376.249719393505,43376.4355048501,-0.08000955287570832,-0.13323442677938147,2.0,0.0,0.9041334935925025,0.9041334935925025
489,1,2.457062036189185,0.7573437520628011,-43376.384979670445,3.0,1.0,0.9628527240349108,-43376.384979670445,43376.441623768835,0.07046726963744732,0.07046726963744732,2.0,0.0,0.9041334935925025,0.9041334935925025
490,1,2.457062036189185,0.7573437520628011,-43376.384979670445,3.0,1.0,0.64564073634596,-43376.384979670445,43377.627319762374,0.0,0.7572540677792858,1.0,0.0,0.9041334935925025,0.9041334935925025
491,1,2.4823055663718177,0.7590052735322905,-43376.32258239432,7.0,1.0,0.556787139912367,-43376.32258239432,43377.70494459156,-0.11599359837418888,1.5010279187990818,2.0,0.0,0.9041334935925025,0.9041334935925025
492,1,2.4927151541151673,0.7570033073092917,-43376.606018193765,3.0,1.0,0.859428292558939,-43376.606018193765,43376.81453894708,0.22454579467739677,0.22454579467739677,1.0,0.0,0.9041334935925025,0.9041334935925025
493,1,2.4688529827261956,0.754267719057045,-43376.83197890998,3.0,1.0,0.9108658579665302,-43376.83197890998,43377.23154079108,-0.03966383115766803,0.21030612773029134,2.0,0.0,0.9041334935925025,0.9041334935925025
494,1,2.4688529827261956,0.754267719057045,-43376.83197890998,1.0,1.0,0.17551623933031907,-43376.83197890998,43379.79713204471,0.0,1.7400237085603294,1.0,0.0,0.9041334935925025,0.9041334935925025
495,1,2.4688529827261956,0.754267719057045,-43376.83197890998,1.0,1.0,0.6118491112771562,-43376.83197890998,43377.950243570085,0.0,0.4912695770690334,1.0,0.0,0.9041334935925025,0.9041334935925025
496,1,2.4610592068803014,0.7595406392471702,-43376.752757423914,3.0,1.0,0.4417211829210772,-43376.752757423914,43378.421054487,0.09155432289117016,1.583939894233481,2.0,0.0,0.9041334935925025,0.9041334935925025
497,1,2.4904241409888317,0.7577028873227435,-43376.434793602195,3.0,1.0,0.8963207824516871,-43376.434793602195,43377.34934115358,-0.15383495791320456,0.18242087028193055,2.0,0.0,0.9041334935925025,0.9041334935925025
498,1,2.4904241409888317,0.7577028873227435,-43376.434793602195,1.0,1.0,0.591110742617686,-43376.434793602195,43377.18337245194,0.0,0.5257518973739934,1.0,0.0,0.9041334935925025,0.9041334935925025
499,1,2.4419166222270445,0.758902302074572,-43377.81706509019,5.0,1.0,0.5077625873251064,-43377.81706509019,43378.71314362533,0.8103898181361728,1.6206055341899628,2.0,0.0,0.9041334935925025,0.9041334935925025
500,1,2.474621610831511,0.7575531263730857,-43376.0254912541,1.0,1.0,1.0,-43376.0254912541,43376.81963148865,-1.0068557643025997,-1.0068557643025997,1.0,0.0,0.9041334935925025,0.9041334935925025
501,1,2.4693349270681186,0.759585165169323,-43376.51318519,3.0,1.0,0.42963094801535545,-43376.51318519,43377.792301930545,0.20550482813996496,1.4699269353659474,2.0,0.0,0.9041334935925025,0.9041334935925025
502,1,2.4693349270681186,0.759585165169323,-43376.51318519,3.0,1.0,0.496743948004789,-43376.51318519,43378.1373359455,0.0,1.2251705825983663,2.0,0.0,0.9041334935925025,0.9041334935925025
503,1,2.494884145947967,0.7610029965522362,-43377.56890892136,3.0,1.0,0.7976712869765129,-43377.56890892136,43377.65221745236,0.33056980014953297,0.33507533483498264,1.0,0.0,0.9041334935925025,0.9041334935925025
504,1,2.503211056870856,0.7589640099160422,-43377.3462531068,3.0,1.0,0.8911538688129733,-43377.3462531068,43378.117380259115,0.08497388906107517,0.2811364240187686,1.0,0.0,0.9041334935925025,0.9041334935925025
505,1,2.4808436030745638,0.7551152773134272,-43376.61721752393,3.0,1.0,1.0,-43376.61721752393,43377.08103289358,-0.3430105397492298,-0.5286478563575656,2.0,0.0,0.9041334935925025,0.9041334935925025
506,1,2.4581319620811946,0.7546571868898959,-43376.81849249786,3.0,1.0,0.9480983961083987,-43376.81849249786,43376.993007346195,-0.0034517759559093975,-0.17879929571063258,1.0,0.0,0.9041334935925025,0.9041334935925025
507,1,2.467042075224245,0.7589060879655352,-43376.32109581903,3.0,1.0,0.943045744522322,-43376.32109581903,43377.085712275235,-0.12933144477574388,0.18736959645320894,1.0,0.0,0.9041334935925025,0.9041334935925025
508,1,2.4454490350654474,0.7594659416586634,-43377.74095186976,3.0,1.0,0.5569591253423857,-43377.74095186976,43377.942353225284,0.8085383953002747,0.9594778063401463,2.0,0.0,0.9041334935925025,0.9041334935925025
509,1,2.47842319579857,0.75710563767875,-43376.07169171732,3.0,1.0,1.0,-43376.07169171732,43376.82660436655,-0.9236818053977913,-0.9361336658403161,1.0,0.0,0.9041334935925025,0.9041334935925025
510,1,2.478329000177564,0.759834373312829,-43376.55335027367,3.0,1.0,0.7863750351990189,-43376.55335027367,43377.11405334771,0.15478113161225338,0.4155300700731459,2.0,0.0,0.9041334935925025,0.9041334935925025
511,1,2.4667096880251327,0.7560096301003638,-43376.20337758114,3.0,1.0,0.9210959147493263,-43376.20337758114,43376.6824428898,-0.1168395533459261,0.17363553795439657,2.0,0.0,0.9041334935925025,0.9041334935925025
512,1,2.5198825364202353,0.7544085430535605,-43380.406601712435,1.0,1.0,0.09043884768524507,-43380.406601712435,43380.51119887864,2.40308137286047,2.40308137286047,1.0,0.0,0.9041334935925025,0.9041334935925025
513,1,2.4647445092481663,0.758835288182552,-43376.360894913654,3.0,1.0,1.0,-43376.360894913654,43378.25942829628,-2.289369545644149,-2.3784364875682513,1.0,0.0,0.9041334935925025,0.9041334935925025
514,1,2.4511650262734173,0.7573646186867543,-43376.70718372922,3.0,1.0,0.7814779584569301,-43376.70718372922,43376.97614020236,0.20283696983096888,0.3765772253536852,2.0,0.0,0.9041334935925025,0.9041334935925025
515,1,2.479653946225752,0.759672115369203,-43376.49780496866,3.0,1.0,0.9793877487189903,-43376.49780496866,43377.10152494411,-0.21356066713633481,-0.21356066713633481,2.0,0.0,0.9041334935925025,0.9041334935925025
516,1,2.4644859962541785,0.7535170829874513,-43377.28728595685,3.0,1.0,0.8799392702714348,-43377.28728595685,43377.446070288126,0.2756126163658337,0.2756126163658337,2.0,0.0,0.9041334935925025,0.9041334935925025
517,1,2.493988918563544,0.7599836646037117,-43377.039615165784,3.0,1.0,0.35708346320336015,-43377.039615165784,43380.13283348119,-0.0982134173027589,3.3424656324714306,2.0,0.0,0.9041334935925025,0.9041334935925025
518,1,2.465381801237358,0.7566847943316302,-43376.1232879895,3.0,1.0,0.8996403053792164,-43376.1232879895,43377.45152250184,-0.33589051684975857,0.35821768172172597,2.0,0.0,0.9041334935925025,0.9041334935925025
519,1,2.465004845617083,0.7572839931585121,-43376.11049326085,3.0,1.0,0.9471254710598185,-43376.11049326085,43376.41381545685,0.005639881506795064,0.0832877915163408,2.0,0.0,0.9041334935925025,0.9041334935925025
520,1,2.485170046738862,0.758769961261395,-43376.33817097759,3.0,1.0,0.9521129225383517,-43376.33817097759,43376.4871395324,0.07142538454354508,0.07766642748902086,2.0,0.0,0.9041334935925025,0.9041334935925025
521,1,2.5015785710835727,0.7595514288900607,-43377.3548864313,1.0,1.0,0.634600041221434,-43377.3548864313,43377.44361130059,0.4547603348764824,0.4547603348764824,1.0,0.0,0.9041334935925025,0.9041334935925025
522,1,2.5015785710835727,0.7595514288900607,-43377.3548864313,1.0,1.0,0.32486959487649547,-43377.3548864313,43379.12805412703,0.0,1.12433142370719,1.0,0.0,0.9041334935925025,0.9041334935925025
523,1,2.499088555400933,0.7593256236620571,-43377.12352278016,1.0,1.0,1.0,-43377.12352278016,43377.719079268805,-0.09800312222796492,-0.09800312222796492,1.0,0.0,0.9041334935925025,0.9041334935925025
524,1,2.499088555400933,0.7593256236620571,-43377.12352278016,3.0,1.0,0.35706208570381165,-43377.12352278016,43379.794565259006,0.0,3.4795028910957626,1.0,0.0,0.9041334935925025,0.9041334935925025
525,1,2.499088555400933,0.7593256236620571,-43377.12352278016,1.0,1.0,0.01744037181367259,-43377.12352278016,43380.8026316771,0.0,4.0489675411372446,1.0,0.0,0.9041334935925025,0.9041334935925025
526,1,2.4906729517589543,0.7578721356508513,-43376.44801375782,3.0,1.0,0.9919120469978749,-43376.44801375782,43377.059719291836,-0.2598619928685366,-0.2598619928685366,2.0,0.0,0.9041334935925025,0.9041334935925025
527,1,2.4637817107995437,0.7550458041797788,-43376.52740450535,3.0,1.0,0.9683460618122014,-43376.52740450535,43376.89620178223,-0.04822625490487553,0.06975768655684078,2.0,0.0,0.9041334935925025,0.9041334935925025
