genome	0	843453632	911870592	0.924971
genome	1	21487676	911870592	0.0235644
genome	2	11054818	911870592	0.0121232
genome	3	5588532	911870592	0.00612865
genome	4	4040148	911870592	0.00443062
genome	5	2848371	911870592	0.00312366
genome	6	2252682	911870592	0.0024704
genome	7	1786464	911870592	0.00195912
genome	8	1486389	911870592	0.00163004
genome	9	1245706	911870592	0.0013661
genome	10	1067965	911870592	0.00117118
genome	11	931358	911870592	0.00102137
genome	12	814337	911870592	0.00089304
genome	13	723285	911870592	0.000793188
genome	14	647868	911870592	0.000710482
genome	15	584697	911870592	0.000641206
genome	16	526435	911870592	0.000577313
genome	17	483291	911870592	0.00053
genome	18	437823	911870592	0.000480137
genome	19	402767	911870592	0.000441693
genome	20	368827	911870592	0.000404473
genome	21	339134	911870592	0.00037191
genome	22	313551	911870592	0.000343855
genome	23	289105	911870592	0.000317046
genome	24	271506	911870592	0.000297746
genome	25	254725	911870592	0.000279343
genome	26	235802	911870592	0.000258592
genome	27	222000	911870592	0.000243456
genome	28	205652	911870592	0.000225528
genome	29	192400	911870592	0.000210995
genome	30	182538	911870592	0.00020018
genome	31	170429	911870592	0.0001869
genome	32	161172	911870592	0.000176749
genome	33	154118	911870592	0.000169013
genome	34	145664	911870592	0.000159742
genome	35	137425	911870592	0.000150707
genome	36	130679	911870592	0.000143309
genome	37	123692	911870592	0.000135646
genome	38	118314	911870592	0.000129749
genome	39	112483	911870592	0.000123354
genome	40	108156	911870592	0.000118609
genome	41	102048	911870592	0.000111911
genome	42	98685	911870592	0.000108223
genome	43	93993	911870592	0.000103077
genome	44	91295	911870592	0.000100118
genome	45	87500	911870592	9.59566e-05
genome	46	84029	911870592	9.21501e-05
genome	47	79872	911870592	8.75914e-05
genome	48	75916	911870592	8.3253e-05
genome	49	72939	911870592	7.99883e-05
genome	50	70277	911870592	7.70691e-05
genome	51	67418	911870592	7.39337e-05
genome	52	64522	911870592	7.07578e-05
genome	53	62571	911870592	6.86183e-05
genome	54	60613	911870592	6.64711e-05
genome	55	58678	911870592	6.4349e-05
genome	56	56197	911870592	6.16283e-05
genome	57	53819	911870592	5.90204e-05
genome	58	52055	911870592	5.7086e-05
genome	59	50290	911870592	5.51504e-05
genome	60	48403	911870592	5.3081e-05
genome	61	47251	911870592	5.18177e-05
genome	62	44872	911870592	4.92087e-05
genome	63	44825	911870592	4.91572e-05
